0.0	1.0	39.064
0.001	8.630415506498438E10	1.1476053489669032E7
0.002	1.7179976780456836E11	1.6191534052197706E7
0.003	2.5649441306582617E11	1.978407119336822E7
0.004	3.403955947297285E11	2.2791277907418087E7
0.005	4.2351074637697266E11	2.5421954008008637E7
0.006	5.0584723194659863E11	2.778346452699728E7
0.007	5.874123463884238E11	2.9939755298447825E7
0.008	6.68213316309375E11	3.1932599518099356E7
0.009000000000000001	7.482573006137539E11	3.379108935118972E7
0.010000000000000002	8.275513911375166E11	3.553646285317686E7
0.011000000000000003	9.061026132766016E11	3.7184795957965024E7
0.012000000000000004	9.83917926609375E11	3.874861177887952E7
0.013000000000000005	1.0610042255132422E12	4.023789639099826E7
0.014000000000000005	1.1373683397754893E12	4.1660768670433804E7
0.015000000000000006	1.2130170351983926E12	4.3023938221578956E7
0.016000000000000007	1.287957014198664E12	4.433302804324308E7
0.017000000000000008	1.3621949164012812E12	4.5592807814603835E7
0.01800000000000001	1.4357373192277568E12	4.680736634359023E7
0.01900000000000001	1.5085907384788828E12	4.7980241531077474E7
0.02000000000000001	1.580761628912037E12	4.911451999588685E7
0.02100000000000001	1.6522563848130625E12	5.021291460188113E7
0.022000000000000013	1.7230813405627998E12	5.127782560512175E7
0.023000000000000013	1.7932427711983037E12	5.231138946757993E7
0.024000000000000014	1.8627468929688145E12	5.331551825225504E7
0.025000000000000015	1.931599863886505E12	5.429193173322292E7
0.026000000000000016	1.999807784272081E12	5.5242183805038035E7
0.027000000000000017	2.0673766972952607E12	5.616768438376236E7
0.028000000000000018	2.1343125895102021E12	5.7069717707696944E7
0.02900000000000002	2.2006213913858984E12	5.7949457737143405E7
0.03000000000000002	2.266308977831616E12	5.8807981197289854E7
0.03100000000000002	2.331381168717414E12	5.964627869155535E7
0.03200000000000002	2.3958437293897686E12	6.0465264223972976E7
0.03300000000000002	2.4597023711823857E12	6.126578340106543E7
0.03400000000000002	2.5229627519222197E12	6.2048620530892745E7
0.035000000000000024	2.585630476430752E12	6.281450479572332E7
0.036000000000000025	2.647711097020573E12	6.356411564231246E7
0.037000000000000026	2.7092101139873154E12	6.429808750801503E7
0.03800000000000003	2.7701329760969736E12	6.501701398037934E7
0.03900000000000003	2.830485081068659E12	6.57214514713196E7
0.04000000000000003	2.890271776052841E12	6.641192247357112E7
0.04100000000000003	2.949498358105092E12	6.708891845623076E7
0.04200000000000003	3.0081700746554033E12	6.77529024472618E7
0.04300000000000003	3.0662921239731123E12	6.840431134350026E7
0.04400000000000003	3.123869655627454E12	6.904355798262687E7
0.04500000000000003	3.1809077709438135E12	6.967103300652519E7
0.046000000000000034	3.237411523455705E12	7.028710654123427E7
0.047000000000000035	3.293385919352501E12	7.089212971517563E7
0.048000000000000036	3.3488359179229824E12	7.148643603436282E7
0.04900000000000004	3.4037664319947275E12	7.207034263079233E7
